employeeAddtitionalInfoID,employeeID,education,maritalStatus ,monthlyIncome ,environmentSatisfaction,trainingTimesLastYear
803,2114,3,Single,76540,2,3
804,1142,3,Married,51600,4,3
805,4062,2,Single,171590,2,1
806,287,2,Divorced,128080,3,6
807,3291,2,Divorced,102210,3,2
808,2248,3,Married,47790,4,6
809,1348,2,Married,37370,1,2
810,1928,4,Married,23660,3,5
811,245,3,Single,17060,3,3
812,5165,4,Divorced,163070,1,3
813,2218,3,Single,59330,3,3
814,3401,4,Married,34240,3,3
815,4124,1,Married,40370,4,2
816,405,1,Married,25590,3,3
817,316,4,Single,62010,4,2
818,5206,3,Single,44030,3,3
819,3529,3,Divorced,37610,2,3
820,3986,3,Single,109340,1,2
821,4565,1,Married,107610,4,5
822,4961,1,Single,51750,2,2
823,126,2,Married,138260,3,1
824,5004,4,Single,63340,4,2
825,636,4,Single,49360,1,2
826,5263,3,Single,47750,4,3
827,1021,3,Married,28180,4,2
828,3944,3,Single,25150,4,3
829,3915,3,Single,23420,3,2
830,3846,5,Married,41940,2,3
831,5188,3,Married,106850,3,2
832,685,2,Married,20220,1,1
833,1849,3,Married,23140,3,5
834,2753,1,Single,42560,4,1
835,3170,3,Married,35800,4,1
836,4642,4,Married,31620,4,1
837,1736,1,Married,65240,1,2
838,5299,3,Married,28990,2,3
839,947,5,Single,52310,3,4
840,3054,2,Divorced,23560,3,5
841,5323,3,Divorced,28000,4,0
842,4550,3,Divorced,118360,1,2
843,5543,1,Married,109030,2,3
844,5193,4,Married,29730,4,0
845,1069,3,Single,142750,3,5
846,3721,4,Divorced,55620,3,2
847,4874,4,Married,45370,NA,5
848,4876,1,Married,76420,1,2
849,135,3,Married,179240,2,2
850,4358,3,Married,52040,3,2
851,4140,2,Single,22770,4,2
852,590,3,Married,27950,3,4
853,1009,3,Divorced,25320,1,2
854,731,3,Married,25590,3,2
855,4655,3,Married,49080,3,3
856,1630,4,Married,23800,4,5
857,4808,5,Married,47650,3,4
858,3161,3,Single,20440,1,2
859,5310,1,Married,26930,3,6
860,1983,2,Married,65860,2,3
861,2124,3,Married,32940,1,6
862,2593,2,Married,41710,3,4
863,5210,3,Single,27780,2,5
864,1325,3,Single,23770,2,3
865,5126,3,Single,24040,2,3
866,2763,2,Single,23180,1,4
867,3960,2,Married,20080,4,3
868,211,1,Divorced,62440,1,3
869,4963,2,Married,27990,3,0
870,551,2,Married,105520,4,2
871,4940,3,Married,23290,1,2
872,546,2,Single,40140,4,3
873,3568,3,Married,74030,2,4
874,1423,1,Married,22590,4,2
875,3918,4,Married,69320,4,5
876,561,1,Divorced,46780,4,0
877,3360,3,Married,135820,3,3
878,5626,4,Single,23320,4,2
879,2913,3,Married,24130,3,2
880,4491,2,Married,97050,2,3
881,2089,3,Married,42940,2,2
882,503,2,Married,47210,2,3
883,1807,3,Divorced,25190,2,2
884,3366,3,Married,21210,2,2
885,1116,2,Single,29730,3,2
886,4266,4,Married,58550,1,3
887,4113,3,Single,36170,4,5
888,2435,1,Married,67250,3,3
889,2982,4,Divorced,103250,3,3
890,3674,4,Married,69490,3,2
891,4411,2,Married,106090,2,2
892,4760,1,Divorced,44470,4,4
893,4979,3,Married,21570,2,1
894,884,3,Divorced,46010,2,2
895,1822,1,Single,170990,3,2
896,5332,5,Single,24790,2,2
897,3625,4,Married,148520,4,3
898,3276,4,Divorced,72640,3,5
899,4968,1,Married,56660,1,2
900,2988,3,Married,78230,3,3
901,5101,4,Married,78800,3,2
902,193,3,Single,131940,1,2
903,4473,3,Divorced,50670,4,3
904,3913,4,Married,50790,4,3
905,3763,3,Married,23210,4,0
906,5148,3,Married,174440,2,4
907,5252,3,Single,24040,3,2
908,162,2,Married,34520,1,2
909,837,4,Married,22700,3,2
910,1600,3,Divorced,173990,NA,3
911,1430,3,Single,54880,1,6
912,1213,4,Married,194190,2,2
913,2645,3,Single,28110,4,3
914,3030,4,Single,36330,1,0
915,2502,1,Single,41630,3,4
916,4212,3,Married,21320,2,1
917,3752,1,Divorced,139730,4,3
918,4234,3,Married,26840,4,2
919,5052,2,Married,108450,1,4
920,1048,2,Divorced,43770,4,2
921,464,4,Single,37430,3,2
922,3802,3,Divorced,41480,4,3
923,248,3,Single,10510,1,2
924,155,2,Married,107390,3,3
925,4393,4,Married,103880,4,2
926,2325,2,Divorced,114160,4,2
927,140,3,Married,26000,2,5
928,4184,4,Married,24220,3,2
929,414,4,Single,54720,4,3
930,2947,2,Married,24510,4,3
931,1748,2,Divorced,42400,1,2
932,4668,3,Divorced,109990,4,3
933,3305,4,Divorced,50030,4,5
934,5400,4,Married,127420,1,4
935,4161,4,Divorced,42270,4,3
936,1427,2,Single,39170,4,2
937,1970,4,Divorced,183030,2,2
938,132,3,Single,23800,3,3
939,4657,4,Single,137260,4,6
940,2922,3,Single,47770,4,3
941,2169,2,Divorced,63850,3,6
942,5457,2,Married,199730,1,2
943,5032,3,Divorced,68610,3,2
944,1632,3,Single,49690,4,3
945,1802,2,Married,198450,4,3
946,204,3,Married,133200,2,2
947,2616,2,Married,63470,4,3
948,1920,3,Single,27430,4,2
949,5360,2,Single,108800,4,5
950,4994,1,Divorced,23420,1,2
951,2836,3,Married,176500,2,6
952,2259,4,Divorced,40250,3,5
953,1277,3,Married,97250,2,0
954,834,3,Divorced,119040,3,4
955,3705,2,Married,21770,2,5
956,657,2,Divorced,75250,3,2
957,3051,3,Married,48340,3,1
958,5001,3,Single,20420,1,2
959,150,4,Married,22200,4,2
960,4236,3,Married,10520,3,3
961,2400,4,Single,28210,4,3
962,1186,2,Married,192370,4,2
963,4181,4,Single,41070,3,2
964,2107,3,Married,83960,3,3
965,2840,2,Married,20070,4,2
966,1400,3,Married,196270,3,1
967,2280,1,Married,106860,4,2
968,5376,4,Single,29420,4,4
969,2635,1,Married,88580,1,2
970,1311,2,Married,167560,2,5
971,2882,2,Married,107980,3,5
972,2192,2,Married,23230,2,2
973,1444,3,Divorced,14160,2,3
974,4414,3,Single,46150,3,3
975,4662,4,Married,24610,4,4
976,3525,4,Married,87220,2,3
977,5286,2,Married,39550,3,5
978,4433,4,Divorced,99570,3,1
979,673,3,Divorced,33760,2,3
980,2215,3,Single,88230,1,3
981,842,4,Single,103220,3,2
982,1841,3,Single,46210,4,3
983,1167,3,Married,109760,4,3
984,1583,3,Married,36600,4,0
985,4542,3,Single,104820,2,6
986,3454,4,Married,71190,3,2
987,4920,3,Single,95820,4,2
988,4946,4,Married,45080,1,5
989,3485,3,Divorced,22070,3,4
990,5362,2,Married,77560,1,3
991,4505,3,Single,66940,3,2
992,5541,3,Single,36910,2,3
993,2200,4,Single,23770,4,2
994,5450,3,Divorced,23130,3,5
995,4027,2,Married,176650,4,5
996,5024,4,Single,25960,4,4
997,1284,4,Single,47280,4,4
998,4077,3,Single,43020,1,3
999,564,3,Married,29790,3,3
1000,3272,4,Married,168850,1,2
1001,4749,4,Divorced,55930,4,3
1002,5599,1,Married,104450,3,3
1003,1948,4,Single,87400,2,2
1004,5023,2,Married,25140,2,2
1005,5174,4,Married,76550,3,3
1006,4046,3,Divorced,174650,2,3
1007,3680,2,Married,73510,3,3
1008,1537,3,Divorced,108200,4,2
1009,2125,3,Divorced,121690,3,2
1010,5122,4,Divorced,196260,4,5
1011,4755,4,Married,20700,1,2
1012,5571,2,Single,67820,2,2
1013,3801,2,Single,77790,4,2
1014,2161,2,Single,27910,2,3
1015,1690,2,Married,32010,4,3
1016,3670,3,Married,49680,3,3
1017,380,5,Married,131200,1,6
1018,3600,4,Married,40330,1,2
1019,2176,1,Married,32910,2,2
1020,4654,4,Divorced,42720,3,3
1021,404,3,Married,50560,4,2
1022,4453,4,Divorced,28440,3,2
1023,1844,2,Divorced,27030,3,2
1024,3109,4,Single,19040,3,4
1025,3081,5,Married,82240,4,3
1026,2075,3,Married,47660,3,3
1027,1238,4,Single,26100,3,2
1028,4382,2,Single,57310,2,2
1029,860,2,Married,25390,3,3
1030,839,4,Married,57140,2,2
1031,5655,1,Divorced,43230,2,3
1032,4094,4,Divorced,73360,1,3
1033,4583,1,Married,134990,4,2
1034,421,3,Single,137580,4,5
1035,1124,1,Divorced,51550,3,3
1036,384,5,Single,22580,1,2
1037,1296,3,Single,35970,2,2
1038,3404,1,Divorced,25150,3,2
1039,5437,3,Single,44200,1,3
1040,5345,1,Married,65780,4,3
1041,3420,3,Married,44220,4,2
1042,501,2,Divorced,102740,3,3
1043,2339,3,Married,53430,2,5
1044,1926,4,Divorced,23760,2,3
1045,1576,1,Married,53460,2,3
1046,475,5,Divorced,28270,3,3
1047,4326,4,Divorced,199430,2,3
1048,828,4,Married,31310,4,3
1049,1464,4,Married,25520,1,2
1050,4147,2,Married,44770,3,6
1051,1273,3,Married,64740,2,3
1052,966,3,Single,30330,3,2
1053,1654,4,Married,29360,1,3
1054,5144,3,Single,186060,2,4
1055,2729,3,Married,21680,4,2
1056,988,2,Divorced,28530,1,5
1057,1480,4,Married,170480,3,3
1058,1925,3,Married,22900,4,5
1059,3990,3,Married,36000,1,2
1060,333,4,Single,21070,4,2
1061,2493,2,Married,41150,4,1
1062,1933,4,Single,43270,4,4
1063,2892,3,Married,178560,3,2
1064,608,2,Single,31960,2,3
1065,2189,3,Divorced,190810,4,2
1066,2202,3,Divorced,89660,3,3
1067,5327,3,Divorced,22100,4,4
1068,3355,4,Single,45390,4,5
1069,3688,1,Single,27410,3,3
1070,2419,1,Divorced,34910,1,0
1071,934,3,Married,45410,2,4
1072,5251,2,Married,26780,4,3
1073,1171,3,Married,73790,1,3
1074,1319,3,Married,62720,4,3
1075,1505,2,Single,52200,4,3
1076,4540,4,Married,27430,3,1
1077,3297,4,Married,49980,4,3
1078,5096,3,Divorced,102520,NA,3
1079,1525,3,Married,27810,2,2
1080,3245,2,Married,68520,2,2
1081,4451,4,Single,49500,2,3
1082,4973,2,Single,35790,4,3
1083,1052,3,Married,131910,2,2
1084,1415,4,Divorced,103770,2,2
1085,670,2,Married,22350,3,2
1086,3262,5,Single,105020,4,4
1087,2010,2,Married,20110,4,4
1088,3828,1,Married,18590,4,2
1089,2050,3,Married,37600,2,2
1090,2148,3,Single,177790,2,5
1091,1564,3,Divorced,68330,1,3
1092,4474,2,Married,68120,2,2
1093,4343,3,Single,51710,1,1
1094,5357,3,Divorced,197400,4,2
1095,1905,2,Married,187110,2,0
1096,5011,2,Married,36920,4,5
1097,2716,2,Single,25590,1,3
1098,5026,3,Married,25170,3,3
1099,577,3,Married,66230,3,3
1100,937,3,Married,182650,3,4
1101,912,4,Divorced,161240,3,2
1102,1797,1,Married,25850,4,5
1103,832,2,Divorced,182130,1,3
1104,4291,2,Married,83800,3,3
1105,3362,4,Single,29940,2,2
1106,5711,3,Single,12230,2,3
1107,672,3,Married,11180,3,3
1108,3697,4,Single,28750,3,3
1109,1363,5,Married,188240,1,4
1110,767,2,Married,135770,2,2
1111,1253,4,Married,26250,3,4
1112,2900,3,Single,187890,4,4
1113,3964,4,Married,45380,3,3
1114,2195,3,Married,198470,4,6
1115,5422,3,Married,105120,1,2
1116,2838,2,Divorced,44440,4,2
1117,3552,3,Married,21540,4,3
1118,1374,3,Single,191900,1,2
1119,4216,4,Divorced,44900,2,1
1120,3975,4,Married,35060,2,4
1121,2348,3,Divorced,23720,2,3
1122,3647,1,Married,102310,1,2
1123,5142,1,Married,54100,2,4
1124,4608,1,Single,79780,3,2
1125,4481,1,Divorced,38670,3,4
1126,2002,3,Married,28380,1,5
1127,4932,3,Single,46950,1,2
1128,915,3,Divorced,33390,4,2
1129,5202,2,Single,20800,3,6
1130,3066,4,Married,20960,1,2
1131,1995,1,Divorced,62090,3,5
1132,2518,5,Married,180610,4,2
1133,968,5,Divorced,171230,3,2
1134,2153,2,Single,23720,1,3
1135,243,3,Married,48830,3,1
1136,1648,3,Single,39040,4,2
1137,4556,1,Single,46270,4,2
1138,153,1,Married,70940,1,2
1139,3416,3,Single,34230,1,4
1140,3133,3,Married,66740,1,2
1141,1612,4,Divorced,168800,4,2
1142,4425,3,Married,90940,1,0
1143,3268,5,Married,84460,4,3
1144,4073,3,Married,119160,3,3
1145,2527,3,Divorced,45340,4,2
1146,196,3,Single,98520,2,5
1147,2997,4,Single,61510,4,3
1148,1036,2,Married,23020,3,3
1149,4650,3,Single,23620,3,2
1150,2413,4,Single,178610,2,5
1151,4891,3,Single,191870,4,2
1152,5545,3,Married,197170,4,1
1153,3270,1,Married,35440,2,3
1154,2681,5,Married,85000,3,2
1155,4966,4,Married,46610,4,3
1156,591,2,Divorced,41030,4,2
1157,2069,4,Single,42490,1,2
1158,4752,3,Divorced,140260,2,4
1159,5282,3,Married,68930,4,3
1160,2081,4,Married,61250,1,3
1161,4871,4,Married,36690,1,2
1162,1826,3,Divorced,100080,4,3
1163,2781,2,Married,23870,4,1
1164,4277,2,Married,46390,3,2
1165,186,3,Married,78980,4,2
1166,2953,1,Single,25340,4,1
1167,5636,3,Single,131420,2,4
1168,1529,4,Married,16110,2,2
1169,3602,2,Single,53630,3,4
1170,5344,4,Married,50710,1,3
1171,3203,2,Married,136950,2,3
1172,1174,4,Single,134020,1,1
1173,1475,4,Married,20290,2,3
1174,1749,3,Married,63770,3,3
1175,1463,3,Married,54290,3,3
1176,4519,4,Divorced,27850,1,2
1177,2821,4,Divorced,46140,1,3
1178,3198,1,Single,26100,2,2
1179,4824,5,Single,66870,3,0
1180,4165,4,Single,47240,4,4
1181,2794,4,Married,61790,4,3
1182,3010,3,Married,61200,1,2
1183,1454,1,Divorced,105960,4,3
1184,3513,1,Divorced,54670,3,6
1185,3037,4,Married,29960,1,4
1186,3462,1,Married,99980,1,3
1187,2009,4,Married,40780,4,3
1188,3591,4,Married,109200,1,3
1189,3094,3,Married,62320,4,3
1190,1432,1,Divorced,132470,4,3
1191,5642,5,Divorced,40810,3,3
1192,3328,4,Single,57690,4,3
1193,1569,3,Single,23940,3,3
1194,5010,3,Married,39040,1,3
1195,328,2,Divorced,167990,2,2
1196,5666,4,Married,29500,2,1
1197,4924,3,Single,36290,4,2
1198,1565,4,Single,93620,3,6
1199,3784,2,Married,32290,3,2
1200,5247,4,Married,35780,3,2
1201,4402,1,Married,79880,3,3
1202,2705,3,Married,42840,4,5
1203,4766,3,Single,75530,4,3
1204,2954,3,Divorced,173280,4,1
1205,5576,3,Married,197010,2,3
1206,4316,4,Single,147320,2,3
1207,3453,4,Single,92780,4,3
1208,1487,1,Married,13590,3,2
1209,3300,1,Married,47790,4,3
1210,2187,2,Married,164220,2,3
1211,4895,1,Married,29960,4,2
1212,2167,3,Married,12610,2,6
1213,2560,2,Single,20990,2,2
1214,3321,4,Married,58100,3,2
1215,2271,3,Single,56470,4,2
1216,3089,2,Married,34200,4,3
1217,2520,4,Married,44000,1,3
1218,4314,2,Single,35000,4,2
1219,1772,2,Married,20660,3,3
1220,4115,4,Divorced,171690,4,2
1221,2557,4,Single,41620,4,1
1222,1517,3,Married,92040,3,2
1223,166,4,Married,32940,1,2
1224,4802,4,Single,21270,4,3
1225,2786,2,Divorced,39750,NA,3
1226,118,3,Divorced,107930,2,1
1227,408,4,Single,100960,3,2
1228,4779,2,Divorced,36460,2,3
1229,2049,3,Divorced,74460,1,3
1230,4530,3,Divorced,108510,4,2
1231,2156,3,Married,21090,1,3
1232,5428,3,Single,37220,4,0
1233,4585,5,Divorced,93800,1,2
1234,4107,3,Single,54860,3,2
1235,5582,3,Single,27420,1,2
1236,1441,3,Single,137570,3,3
1237,4139,2,Single,84630,2,2
1238,1056,1,Divorced,31620,3,4
1239,622,3,Single,165980,2,2
1240,953,3,Married,66510,3,5
1241,3096,1,Married,23450,1,0
1242,4160,3,Single,34200,2,3
1243,1041,3,Single,43730,3,3
1244,2371,3,Married,47590,4,2
1245,4841,4,Single,53010,4,3
1246,3785,4,Married,36730,4,3
1247,3065,5,Married,47680,2,2
1248,1869,5,Divorced,12740,4,3
1249,914,4,Married,49000,1,3
1250,3078,4,Married,104660,4,1
1251,5157,1,Married,170070,2,2
1252,3896,2,Married,29090,3,2
1253,1243,1,Divorced,57650,3,2
1254,2664,2,Divorced,45990,4,3
1255,4227,3,Single,24040,1,6
1256,868,3,Single,31720,4,1
1257,3137,4,Single,20330,3,3
1258,280,4,Married,102090,2,2
1259,3657,2,Single,86200,2,2
1260,239,3,Married,20640,2,3
1261,5341,3,Single,40350,1,2
1262,4974,4,Married,38380,4,2
1263,4522,4,Single,45910,1,6
1264,610,1,Single,25610,3,3
1265,2188,1,Divorced,15630,2,3
1266,1894,4,Married,48980,3,2
1267,4182,4,Married,47890,3,2
1268,2929,4,Single,31800,1,2
1269,5350,3,Married,65490,2,3
1270,2722,2,Married,63880,3,6
1271,1017,2,Divorced,112440,4,3
1272,3411,3,Divorced,160320,1,2
1273,902,3,Married,23620,1,2
1274,1539,3,Single,163280,4,2
1275,1764,4,Divorced,83760,2,2
1276,1680,3,Single,166060,1,6
1277,509,2,Divorced,86060,3,3
1278,1545,3,Divorced,22720,4,2
1279,3155,3,Single,20180,2,5
1280,1262,2,Divorced,70830,2,5
1281,3211,3,Married,40840,2,3
1282,2893,2,Married,144110,4,2
1283,1932,4,Single,23080,1,4
1284,2568,4,Married,48410,3,3
1285,2092,2,Single,42850,3,2
1286,3824,4,Married,97150,2,1
1287,3953,3,Married,43200,2,2
1288,4026,3,Single,21320,3,3
1289,5207,4,Single,101240,3,2
1290,3867,3,Married,54730,4,3
1291,754,3,Single,52070,1,3
1292,4842,3,Divorced,164370,2,0
1293,2938,3,Married,22960,4,2
1294,5177,4,Single,40690,2,5
1295,4538,3,Married,74410,1,4
1296,5220,1,Divorced,24300,2,2
1297,514,2,Married,58780,1,1
1298,5633,1,Single,26440,4,2
1299,2830,3,Divorced,64390,3,2
1300,1762,4,Married,24510,4,2
1301,2155,2,Married,63920,3,2
1302,2279,2,Single,97140,3,0
1303,5029,3,Married,60770,3,2
1304,4282,4,Single,24500,3,2
1305,3642,3,Divorced,92500,3,0
1306,1295,1,Married,20740,3,3
1307,3895,3,Single,101690,2,6
1308,4877,1,Married,48550,1,2
1309,3970,2,Married,40870,1,1
1310,1177,4,Married,23670,2,2
1311,5643,4,Single,29720,4,2
1312,256,2,Married,195860,2,3
1313,5659,3,Divorced,54840,3,4
1314,3727,2,Single,20610,4,2
1315,2333,4,Single,99240,4,3
1316,2113,4,Single,41980,1,2
1317,3221,2,Divorced,68150,3,3
1318,374,2,Married,47230,3,0
1319,2191,4,Married,61420,1,3
1320,713,1,Single,82370,3,6
1321,1954,3,Married,88530,4,3
1322,2078,1,Single,193310,2,2
1323,3058,3,Single,20730,1,4
1324,4844,4,Single,55620,1,3
1325,4917,3,Single,196130,4,5
1326,1861,1,Married,34070,2,4
1327,3626,3,Divorced,50630,3,2
1328,3554,1,Single,46390,3,3
1329,3660,2,Single,48760,3,3
1330,2911,3,Married,26900,2,1
1331,2814,3,Divorced,175670,1,6
1332,5381,4,Married,24080,3,3
1333,1101,3,Divorced,28140,1,2
1334,1771,3,Married,112450,3,3
1335,2823,3,Married,33120,2,1
1336,2171,2,Single,190490,1,2
1337,1957,4,Married,21410,2,2
1338,1054,3,Married,57690,3,4
1339,3875,2,Married,43850,4,2
1340,5431,2,Single,53320,4,2
1341,4809,4,Married,46630,3,1
1342,4666,3,Married,47240,3,3
1343,5159,2,Single,32110,2,2
1344,4962,4,Single,53770,3,3
1345,5253,1,Married,40660,2,2
1346,3575,2,Divorced,52080,3,2
1347,3180,4,Married,48770,3,5
1348,3108,1,Divorced,31170,2,2
1349,3007,3,Single,15690,1,2
1350,1884,3,Married,196580,4,3
1351,100,1,Married,30690,1,3
1352,2727,1,Married,104350,3,5
1353,5054,4,Single,41480,1,0
1354,3068,1,Single,57680,3,4
1355,3590,4,Single,50420,4,4
1356,2746,3,Single,57700,1,2
1357,1674,3,Divorced,77560,4,3
1358,4698,3,Divorced,103060,4,5
1359,5646,3,Single,39360,2,3
1360,4454,2,Divorced,79450,4,6
1361,2666,4,Married,57430,3,2
1362,1943,3,Single,152020,2,2
1363,1992,4,Divorced,54400,2,2
1364,2551,1,Married,37600,3,2
1365,4376,2,Married,35170,2,1
1366,2837,4,Divorced,25800,2,3
1367,2946,2,Single,21660,2,4
1368,3587,4,Married,58690,4,6
1369,787,3,Married,80080,2,4
1370,1305,3,Married,52060,2,4
1371,2901,2,Married,52950,3,4
1372,168,4,Married,164130,3,1
1373,4506,3,Married,132690,3,2
1374,3351,3,Divorced,27830,4,2
1375,5591,4,Married,54330,3,4
1376,1240,3,Divorced,20130,3,5
1377,1190,3,Divorced,139660,3,1
1378,1043,3,Single,43740,3,5
1379,4889,4,Divorced,68420,1,3
1380,282,4,Married,174260,2,0
1381,1945,1,Single,176030,1,0
1382,3028,3,Single,45810,3,3
1383,1613,4,Married,47350,3,2
1384,5551,2,Single,41870,3,4
1385,3214,3,Single,55050,4,3
1386,1401,3,Divorced,54700,3,2
1387,1691,2,Divorced,54760,3,3
1388,2621,3,Divorced,25870,3,2
1389,3426,2,Single,24400,3,4
1390,2446,2,Single,159720,2,2
1391,2868,3,Divorced,153790,2,1
1392,3938,4,Single,70820,3,3
1393,4718,5,Married,27280,3,3
1394,4928,3,Single,53680,4,2
1395,5506,4,Single,53470,2,1
1396,3195,4,Married,31950,3,4
1397,5367,2,Divorced,39890,4,2
1398,1010,3,Married,33060,4,6
1399,5562,3,Married,70050,4,2
1400,1527,1,Single,26550,3,0
1401,5423,4,Married,13930,4,4
1402,2597,2,Single,25700,4,2
1403,643,4,Married,35370,3,3
1404,2184,3,Single,39860,4,3
1405,542,4,Married,108830,2,3
1406,160,2,Divorced,20280,4,2
1407,5110,2,Married,95250,1,3
1408,5309,3,Married,29290,2,2
1409,2293,3,Single,22750,2,2
1410,3519,1,Divorced,78790,3,2
1411,3031,2,Married,49300,4,0
1412,4231,1,Married,78470,4,3
1413,3352,4,Married,44010,3,4
1414,4185,1,Divorced,92410,4,5
1415,4635,2,Divorced,29740,4,2
1416,1428,3,Married,45020,3,0
1417,4723,4,Married,107480,2,3
1418,4825,2,Married,15550,2,2
1419,4066,3,Divorced,129360,4,3
1420,4609,3,Single,23050,2,3
1421,1236,2,Married,167040,4,2
1422,5138,1,Divorced,34330,4,3
1423,3059,3,Married,34770,4,2
1424,5204,4,Single,64300,3,2
1425,3583,2,Single,65160,4,4
1426,5239,1,Married,39070,2,2
1427,2494,4,Single,55620,4,3
1428,3998,3,Single,68830,4,3
1429,3029,2,Single,28620,3,2
1430,1133,3,Single,49780,3,3
1431,4208,3,Single,103680,4,2
1432,2861,2,Married,61340,4,2
1433,4525,4,Single,67350,4,3
1434,2565,1,Married,32950,3,2
1435,4571,4,Divorced,52380,2,5
1436,5552,2,Divorced,64720,1,4
1437,952,1,Married,96100,3,2
1438,3971,3,Married,198330,3,2
1439,1042,3,Divorced,97560,1,2
1440,5259,4,Married,49680,2,4
1441,5628,3,Single,21450,3,6
1442,3580,1,Single,21800,3,2
1443,190,2,Single,83460,3,5
1444,5432,4,Married,34450,3,2
1445,1386,4,Married,27600,2,3
1446,945,2,Divorced,62940,4,2
1447,5076,4,Married,71400,3,2
1448,3561,3,Married,29320,4,3
1449,4649,3,Married,51470,1,2
1450,5470,3,Single,45070,1,3
1451,1602,4,Married,85640,3,2
1452,131,1,Single,24680,4,2
1453,4499,4,Divorced,81610,3,2
1454,5495,4,Married,21090,3,3
1455,4118,3,Divorced,52940,3,3
1456,548,3,Divorced,27180,1,4
1457,1887,1,Married,58110,3,4
1458,1886,4,Divorced,24370,2,3
1459,378,4,Married,27660,3,2
1460,1434,3,Married,190380,4,3
1461,3288,5,Married,30550,3,3
1462,452,1,Married,22890,1,3
1463,2880,3,Divorced,40010,1,2
1464,1012,3,Single,129650,3,2
1465,2698,3,Single,35390,3,2
1466,2212,4,Single,60290,4,5
1467,4154,4,Divorced,26790,4,2
1468,5114,2,Married,37020,1,4
1469,5337,2,Divorced,23980,4,2
1470,5335,3,Divorced,54680,1,6
1471,3873,2,Married,131160,3,6
1472,3333,1,Single,41890,3,3
1473,1497,4,Married,193280,2,2
1474,1618,5,Married,83210,4,5
1475,2904,1,Single,23420,4,2
1476,2585,3,Married,40710,3,5
1477,4041,2,Single,58130,NA,2
1478,1422,3,Married,31430,1,2
1479,2294,3,Married,20440,2,2
1480,1508,4,Divorced,134640,2,2
1481,3077,2,Married,79910,3,2
1482,2523,1,Married,33770,4,2
1483,5443,4,Single,55380,4,2
1484,1962,1,Married,57620,1,4
1485,4610,3,Married,25920,4,2
1486,3053,3,Married,53460,3,2
1487,5359,2,Single,42130,4,3
1488,2008,3,Divorced,41270,1,2
1489,4557,4,Divorced,24380,2,5
1490,3036,3,Divorced,68700,1,5
1491,182,4,Divorced,104470,3,3
1492,4588,4,Divorced,96670,1,2
1493,3773,4,Married,21480,3,2
1494,3781,4,Married,89260,2,4
1495,299,4,Single,65130,2,2
1496,626,4,Married,67990,2,2
1497,2401,3,Married,162910,1,3
1498,5224,1,Single,27050,4,2
1499,1860,2,Divorced,103330,4,2
1500,1672,3,Divorced,44480,4,3
1501,3455,3,Divorced,68540,1,5
1502,2318,3,Single,96370,4,6
1503,4767,1,Single,35910,3,2
1504,5136,3,Single,54050,3,2
1505,4878,4,Divorced,46840,4,4
1506,3812,3,Single,157870,4,5
1507,3551,1,Married,15140,2,3
1508,5540,2,Married,29560,3,2
1509,205,4,Single,23350,3,3
1510,289,2,Married,51540,3,2
1511,423,3,Married,69620,3,2
1512,504,3,Divorced,56750,4,2
1513,2855,1,Single,23790,4,6
1514,1760,3,Single,38120,4,3
1515,3877,3,Single,46480,2,2
1516,1811,1,Married,29360,2,2
1517,2987,4,Divorced,21050,3,3
1518,4327,4,Married,85780,2,4
1519,690,3,Married,27060,4,4
1520,5349,2,Married,63840,1,4
1521,3707,3,Divorced,39680,4,3
1522,1034,1,Married,99070,3,3
1523,5621,4,Married,132250,1,2
1524,3163,1,Divorced,35400,1,6
1525,1829,4,Divorced,28040,3,0
1526,5046,3,Married,193920,4,3
1527,1633,4,Married,196650,3,6
1528,3853,4,Single,24390,3,2
1529,2864,3,Single,73140,3,2
1530,3949,1,Married,47740,3,2
1531,2633,4,Single,39020,3,2
1532,1733,3,Married,26620,3,6
1533,844,2,Single,28560,4,5
1534,4145,3,Divorced,10810,4,4
1535,3888,3,Single,24720,1,2
1536,5648,4,Married,56730,1,4
1537,2569,3,Married,41970,4,3
1538,2915,1,Married,97130,3,5
1539,4703,4,Married,20620,3,4
1540,4905,1,Married,42840,4,0
1541,3634,2,Single,47880,2,0
1542,5606,3,Married,59060,4,4
1543,5594,3,Divorced,38860,3,2
1544,4032,3,Married,168230,3,3
1545,933,4,Single,29330,4,2
1546,632,2,Married,65000,3,3
1547,418,1,Married,171740,4,6
1548,747,4,Married,50330,2,6
1549,4801,3,Married,23070,2,0
1550,5548,3,Single,25870,2,3
1551,5229,3,Divorced,55070,4,2
1552,4080,2,Married,43930,2,2
1553,2250,4,Divorced,133480,4,4
1554,5183,4,Divorced,65830,3,1
1555,4024,3,Single,81030,3,5
1556,3372,4,Divorced,39780,4,0
1557,1649,2,Single,25440,3,3
1558,3044,4,Divorced,53990,3,2
1559,2377,2,Single,54870,4,0
1560,218,3,Single,68340,2,2
1561,3704,4,Single,10910,1,0
1562,5254,4,Married,57360,4,1
1563,3005,4,Divorced,22260,3,3
1564,1114,3,Married,57470,3,0
1565,750,4,Married,98540,1,2
1566,2687,5,Divorced,54670,3,2
1567,4350,4,Married,53800,4,0
1568,1799,3,Married,51510,3,3
1569,362,2,Single,21330,1,2
1570,758,3,Single,178750,1,5
1571,3206,3,Single,24320,4,4
1572,4475,3,Married,47710,1,2
1573,1655,4,Married,191610,4,2
1574,2500,3,Married,50870,4,3
