companyID,employeeID,name,employeeNumber
858,1041,IT SVIT,2921
859,2594,ADASTRA,3015
860,234,ADASTRA,359
861,4985,THINKPORT GMBH,3452
862,1206,DATAART,3251
863,5324,JELVIX,1290
864,3717,DATAART,4483
865,5353,ADASTRA,4973
866,3274,COMSENSE TECHNOLOGIES,681
867,2330,COMSENSE TECHNOLOGIES,2531
868,953,DATAART,5432
869,2802,COMMENCIS,1793
870,2188,INFOPULSE,5164
871,4501,ELEKS,2784
872,2746,FUTURE PROCESSING,747
873,1682,JELVIX,3283
874,615,CIKLUM,768
875,3945,SOFTSERVE,2358
876,3504,UNICSOFT,3447
877,4619,ADASTRA,2033
878,385,CIKLUM,173
879,1522,COMSENSE TECHNOLOGIES,1783
880,4026,VRP CONSULTING,4430
881,4941,COMMENCIS,468
882,1580,LEMLOCK,786
883,3540,UNICSOFT,2332
884,3487,THINKPORT GMBH,2865
885,3743,INFOPULSE,2563
886,255,INSTINCTOOLS,3603
887,3917,DATAART,5544
888,4375,JELVIX,5439
889,1693,ELEKS,5139
890,3890,COMSENSE TECHNOLOGIES,1059
891,4372,LEMLOCK,377
892,3436,THINKPORT GMBH,1958
893,2703,THINKPORT GMBH,1686
894,1824,INSTINCTOOLS,3155
895,1996,FEXLE INC.,891
896,751,DATAART,5009
897,3655,DATAART,1245
898,4701,COMSENSE TECHNOLOGIES,3013
899,4897,CIKLUM,4091
900,4042,AVENGA,3362
901,2249,ELEKS,1502
902,3549,INFOPULSE,502
903,5325,FUTURE PROCESSING,5437
904,5368,AVENGA,2732
905,3159,THINKPORT GMBH,905
906,3568,ELEKS,1372
907,1862,INSTINCTOOLS,4846
908,5462,INFOPULSE,1044
909,2148,LEMLOCK,1843
910,2913,ITEORA GMBH,5333
911,4588,ELEKS,2573
912,4529,PROMX,4968
913,1296,CIKLUM,1578
914,354,INFOPULSE,896
915,5230,COMSENSE TECHNOLOGIES,3787
916,781,SOFTSERVE,1923
917,4815,FEXLE INC.,1657
918,653,AVENGA,2376
919,472,INSTINCTOOLS,2600
920,2923,LEMLOCK,1901
921,4075,SOFTSERVE,1620
922,4347,ADASTRA,4288
923,5356,INSTINCTOOLS,3107
924,2182,THINKPORT GMBH,109
925,5285,ITEORA GMBH,4453
926,594,ADASTRA,5219
927,4552,ADASTRA,4115
928,5535,UNICSOFT,2534
929,3001,UNICSOFT,1832
930,3909,UNICSOFT,1076
931,4255,ADASTRA,2175
932,3169,AVENGA,3725
933,4397,THINKPORT GMBH,2620
934,2270,SOFTSERVE,3258
935,5429,ELEKS,3215
936,671,JELVIX,1376
937,2424,AVENGA,4529
938,2821,DATAART,1173
939,318,ITEORA GMBH,4565
940,801,FUTURE PROCESSING,562
941,4339,VRP CONSULTING,2404
942,1234,COMMENCIS,2171
943,2890,AVENGA,3356
944,5567,DATAART,4272
945,3552,CIKLUM,3910
946,501,IT SVIT,2482
947,709,FUTURE PROCESSING,4364
948,1785,COMSENSE TECHNOLOGIES,3884
949,2444,INFOPULSE,2913
950,4772,ELEKS,4815
951,4110,LEMLOCK,1328
952,1005,ITEORA GMBH,5692
953,962,LEMLOCK,811
954,3205,COMMENCIS,5597
955,2742,JELVIX,943
956,2212,LEMLOCK,1663
957,4124,VRP CONSULTING,4834
958,5496,ADASTRA,1353
959,5648,AVENGA,3748
960,3794,VRP CONSULTING,4394
961,4338,ADASTRA,3827
962,1833,FEXLE INC.,2302
963,5533,SOFTSERVE,2360
964,5688,THINKPORT GMBH,1332
965,3810,ELEKS,5640
966,5014,SOFTSERVE,1820
967,3378,JELVIX,3106
968,4442,CIKLUM,3280
969,4925,AVENGA,1784
970,2940,FEXLE INC.,2681
971,4256,AVENGA,2771
972,739,ADASTRA,5455
973,4667,ITEORA GMBH,4636
974,5260,FEXLE INC.,2195
975,4576,DATAART,1582
976,1097,SOFTSERVE,1904
977,1089,DATAART,3563
978,2029,ITEORA GMBH,3386
979,4467,ADASTRA,1777
980,3273,COMMENCIS,3799
981,5446,FEXLE INC.,709
982,2842,FEXLE INC.,2885
983,2679,PROMX,1630
984,5662,AVENGA,5545
985,1209,ELEKS,338
986,5120,ADASTRA,3825
987,4018,FEXLE INC.,2220
988,1706,VRP CONSULTING,5702
989,3713,AVENGA,1525
990,1199,AVENGA,2326
991,4817,COMSENSE TECHNOLOGIES,1033
992,1214,THINKPORT GMBH,4168
993,4762,IT SVIT,3981
994,5045,JELVIX,2526
995,4416,THINKPORT GMBH,1538
996,4883,LEMLOCK,4745
997,5226,SOFTSERVE,5196
998,4331,THINKPORT GMBH,5568
999,1029,ADASTRA,3680
1000,4757,ADASTRA,674
1001,2099,COMMENCIS,2527
1002,4821,ELEKS,3045
1003,5091,LEMLOCK,3348
1004,2052,SOFTSERVE,5636
1005,898,IT SVIT,3971
1006,2609,CIKLUM,243
1007,1440,CIKLUM,2385
1008,1972,COMSENSE TECHNOLOGIES,1826
1009,3434,THINKPORT GMBH,4478
1010,4003,ELEKS,403
1011,5534,FEXLE INC.,530
1012,3422,ITEORA GMBH,3567
1013,3623,UNICSOFT,4308
1014,1687,JELVIX,2519
1015,1648,SOFTSERVE,3520
1016,5308,COMSENSE TECHNOLOGIES,4058
1017,5568,VRP CONSULTING,2029
1018,4841,CIKLUM,3121
1019,410,IT SVIT,3510
1020,2966,AVENGA,1230
1021,5076,VRP CONSULTING,2486
1022,3142,IT SVIT,2623
1023,390,ELEKS,5056
1024,4494,UNICSOFT,560
1025,1424,VRP CONSULTING,4733
1026,4320,COMSENSE TECHNOLOGIES,202
1027,1100,COMMENCIS,3870
1028,211,VRP CONSULTING,3590
1029,3222,ELEKS,4921
1030,2872,FEXLE INC.,591
1031,1232,CIKLUM,2161
1032,587,UNICSOFT,2695
1033,1344,JELVIX,158
1034,827,PROMX,4429
1035,1545,PROMX,4922
1036,3326,COMMENCIS,2413
1037,179,AVENGA,4172
1038,2573,ITEORA GMBH,3777
1039,5050,CIKLUM,1551
1040,1591,ELEKS,2143
1041,748,FEXLE INC.,3526
1042,4050,INFOPULSE,1355
1043,4055,JELVIX,744
1044,5631,FEXLE INC.,1541
1045,936,DATAART,2952
1046,5051,UNICSOFT,1536
1047,5706,JELVIX,2372
1048,1220,LEMLOCK,534
1049,3635,ELEKS,4416
1050,1345,COMSENSE TECHNOLOGIES,1762
1051,2362,COMMENCIS,4148
1052,4445,DATAART,2357
1053,3818,AVENGA,728
1054,3189,CIKLUM,3646
1055,1895,FUTURE PROCESSING,2030
1056,1162,FUTURE PROCESSING,2520
1057,2133,THINKPORT GMBH,5125
1058,2254,FEXLE INC.,214
1059,2631,INFOPULSE,1497
1060,4770,AVENGA,2494
1061,3558,PROMX,3588
1062,164,COMSENSE TECHNOLOGIES,825
1063,2348,ITEORA GMBH,2908
1064,2962,THINKPORT GMBH,2344
1065,5565,VRP CONSULTING,5223
1066,207,JELVIX,2883
1067,2222,COMSENSE TECHNOLOGIES,257
1068,789,UNICSOFT,2609
1069,4685,JELVIX,1440
1070,2128,ELEKS,2046
1071,3163,UNICSOFT,3299
1072,5713,JELVIX,1871
1073,138,IT SVIT,469
1074,2717,UNICSOFT,2438
1075,639,INSTINCTOOLS,515
1076,4671,UNICSOFT,4492
1077,3790,DATAART,2380
1078,5232,DATAART,5105
1079,2530,PROMX,5337
1080,2948,LEMLOCK,4122
1081,3563,IT SVIT,342
1082,4370,LEMLOCK,2445
1083,1144,UNICSOFT,3928
1084,4580,INSTINCTOOLS,2666
1085,1436,FEXLE INC.,5431
1086,3036,INFOPULSE,4563
1087,2710,JELVIX,5030
1088,4037,ADASTRA,401
1089,3144,VRP CONSULTING,3157
1090,620,UNICSOFT,527
1091,3441,PROMX,4034
1092,1525,DATAART,1479
1093,1320,COMSENSE TECHNOLOGIES,2377
1094,5512,ELEKS,5197
1095,4145,ELEKS,2606
1096,4794,INFOPULSE,1626
1097,1412,ITEORA GMBH,968
1098,4277,JELVIX,3206
1099,5031,UNICSOFT,2639
1100,1977,VRP CONSULTING,2626
1101,3905,PROMX,4335
1102,3994,ITEORA GMBH,4264
1103,2218,VRP CONSULTING,782
1104,4888,PROMX,2544
1105,4199,SOFTSERVE,205
1106,1114,INFOPULSE,4748
1107,2467,PROMX,339
1108,3272,PROMX,4088
1109,3192,COMMENCIS,4140
1110,1095,FEXLE INC.,1432
1111,1543,THINKPORT GMBH,725
1112,5239,VRP CONSULTING,4155
1113,523,IT SVIT,5091
1114,4731,ITEORA GMBH,4682
1115,2192,ITEORA GMBH,3633
1116,2370,DATAART,4212
1117,3133,INSTINCTOOLS,4371
1118,2668,PROMX,2761
1119,2365,COMMENCIS,5518
1120,2814,INFOPULSE,4076
1121,790,ADASTRA,2701
1122,2084,PROMX,1061
1123,4103,FUTURE PROCESSING,2442
1124,3329,PROMX,4873
1125,3749,INSTINCTOOLS,5548
1126,3098,COMSENSE TECHNOLOGIES,1575
1127,5022,VRP CONSULTING,2418
1128,2729,INFOPULSE,3366
1129,2266,FEXLE INC.,1390
1130,4679,AVENGA,1192
1131,3348,ADASTRA,494
1132,2070,ITEORA GMBH,1836
1133,2980,INSTINCTOOLS,2507
1134,768,JELVIX,5357
1135,803,ADASTRA,954
1136,1831,DATAART,5623
1137,5435,INFOPULSE,4917
1138,246,FEXLE INC.,2119
1139,1464,VRP CONSULTING,3844
1140,2329,LEMLOCK,4003
1141,314,JELVIX,3653
1142,529,COMSENSE TECHNOLOGIES,4278
1143,3536,UNICSOFT,3634
1144,956,LEMLOCK,892
1145,3038,COMMENCIS,3907
1146,2903,ELEKS,467
1147,5068,AVENGA,2656
1148,225,IT SVIT,1441
1149,662,AVENGA,1269
1150,2497,DATAART,2858
1151,2753,FUTURE PROCESSING,2868
1152,1467,UNICSOFT,201
1153,151,INFOPULSE,4767
1154,1520,LEMLOCK,3300
1155,5411,SOFTSERVE,4296
1156,258,FEXLE INC.,4498
1157,5175,CIKLUM,263
1158,5507,COMMENCIS,1873
1159,3559,IT SVIT,5541
1160,4973,SOFTSERVE,4032
1161,1901,PROMX,283
1162,1140,ITEORA GMBH,5263
1163,4587,FEXLE INC.,2409
1164,5176,ADASTRA,742
1165,4299,INFOPULSE,3876
1166,2924,FUTURE PROCESSING,866
1167,1779,LEMLOCK,542
1168,3791,INFOPULSE,2086
1169,3369,FEXLE INC.,1459
1170,606,FEXLE INC.,5585
1171,5601,THINKPORT GMBH,4970
1172,2596,ELEKS,4835
1173,3505,AVENGA,5222
1174,298,UNICSOFT,3160
1175,2633,PROMX,4699
1176,5708,IT SVIT,4094
1177,4432,INSTINCTOOLS,2432
1178,4418,INFOPULSE,2731
1179,2543,DATAART,3180
1180,4593,VRP CONSULTING,828
1181,3490,INFOPULSE,4389
1182,5443,ADASTRA,4862
1183,5077,CIKLUM,516
1184,3167,UNICSOFT,4580
1185,4154,AVENGA,2947
1186,3188,THINKPORT GMBH,2133
1187,4476,COMMENCIS,5354
1188,2981,THINKPORT GMBH,4355
1189,2022,DATAART,1866
1190,2405,ITEORA GMBH,934
1191,5233,ELEKS,2686
1192,4176,AVENGA,5028
1193,4996,VRP CONSULTING,1852
1194,2181,AVENGA,4906
1195,5078,COMMENCIS,5084
1196,809,JELVIX,5419
1197,4786,FUTURE PROCESSING,290
1198,2653,THINKPORT GMBH,876
1199,4965,VRP CONSULTING,1846
1200,3229,COMSENSE TECHNOLOGIES,974
1201,2986,JELVIX,1708
1202,2107,VRP CONSULTING,4595
1203,2194,ELEKS,3434
1204,4505,COMSENSE TECHNOLOGIES,4398
1205,5604,COMSENSE TECHNOLOGIES,3851
1206,4210,ADASTRA,4500
1207,1921,ITEORA GMBH,1287
1208,1562,VRP CONSULTING,364
1209,4390,COMSENSE TECHNOLOGIES,219
1210,2397,IT SVIT,1274
1211,878,FUTURE PROCESSING,693
1212,5384,PROMX,395
1213,3999,FUTURE PROCESSING,4443
1214,1073,ITEORA GMBH,706
1215,2754,INFOPULSE,4515
1216,1102,FEXLE INC.,4074
1217,2359,ITEORA GMBH,5711
1218,5288,COMSENSE TECHNOLOGIES,5459
1219,4194,INSTINCTOOLS,5476
1220,2138,ADASTRA,2745
1221,3494,PROMX,3226
1222,3290,THINKPORT GMBH,1188
1223,5327,THINKPORT GMBH,4538
1224,3455,UNICSOFT,3726
1225,439,COMMENCIS,2764
1226,4213,UNICSOFT,5618
1227,694,COMSENSE TECHNOLOGIES,5595
1228,2369,LEMLOCK,4165
1229,3420,ITEORA GMBH,3706
1230,3070,VRP CONSULTING,3384
1231,1470,ADASTRA,3504
1232,5112,ADASTRA,1051
1233,992,JELVIX,3616
1234,2627,THINKPORT GMBH,3073
1235,1737,THINKPORT GMBH,888
1236,3279,FUTURE PROCESSING,4821
1237,107,JELVIX,1249
1238,841,PROMX,4555
1239,3823,LEMLOCK,531
1240,2028,DATAART,4880
1241,2297,CIKLUM,145
1242,2520,ITEORA GMBH,3360
1243,2593,COMMENCIS,3460
1244,265,PROMX,4330
1245,2565,SOFTSERVE,2243
1246,5658,AVENGA,1071
1247,2589,COMMENCIS,5555
1248,2360,THINKPORT GMBH,3038
1249,1221,IT SVIT,1447
1250,4140,FEXLE INC.,4786
1251,4545,ADASTRA,5167
1252,3287,COMSENSE TECHNOLOGIES,2521
1253,516,VRP CONSULTING,715
1254,2693,FEXLE INC.,4781
1255,734,VRP CONSULTING,3838
1256,4853,DATAART,5020
1257,1071,INFOPULSE,2657
1258,5513,IT SVIT,2121
1259,3539,CIKLUM,2211
1260,4777,LEMLOCK,2550
1261,171,VRP CONSULTING,4042
1262,3844,JELVIX,1077
1263,394,ITEORA GMBH,2501
1264,5502,VRP CONSULTING,209
1265,2077,CIKLUM,449
1266,2557,CIKLUM,672
1267,2644,COMSENSE TECHNOLOGIES,5466
1268,178,FUTURE PROCESSING,5638
1269,604,FUTURE PROCESSING,2423
1270,1497,ADASTRA,1178
1271,1253,DATAART,612
1272,4122,COMSENSE TECHNOLOGIES,3631
1273,2436,CIKLUM,498
1274,2918,INFOPULSE,4147
1275,2708,SOFTSERVE,1340
1276,4637,PROMX,4637
1277,237,DATAART,3346
1278,2319,AVENGA,3210
1279,5005,CIKLUM,343
1280,1849,LEMLOCK,2217
1281,1248,SOFTSERVE,460
1282,3467,VRP CONSULTING,451
1283,4491,UNICSOFT,2039
1284,2356,THINKPORT GMBH,3368
1285,4167,PROMX,4067
1286,2536,CIKLUM,1020
1287,1675,JELVIX,3628
1288,2382,CIKLUM,5609
1289,175,THINKPORT GMBH,230
1290,4585,THINKPORT GMBH,2505
1291,3522,LEMLOCK,3192
1292,119,INFOPULSE,1430
1293,5110,LEMLOCK,5022
1294,730,JELVIX,2019
1295,5340,FUTURE PROCESSING,5266
1296,3555,SOFTSERVE,5370
1297,4905,AVENGA,3379
1298,4325,COMMENCIS,2444
1299,2174,SOFTSERVE,3085
1300,268,FUTURE PROCESSING,1277
1301,1585,AVENGA,808
1302,4822,INSTINCTOOLS,4773
1303,427,THINKPORT GMBH,4386
1304,3066,CIKLUM,4303
1305,2129,ITEORA GMBH,1595
1306,460,COMSENSE TECHNOLOGIES,1296
1307,3696,COMMENCIS,372
1308,113,INSTINCTOOLS,5647
1309,3733,FEXLE INC.,1233
1310,4718,PROMX,162
1311,1134,LEMLOCK,4415
1312,1666,COMSENSE TECHNOLOGIES,4038
1313,1988,THINKPORT GMBH,4713
1314,525,THINKPORT GMBH,3580
1315,3519,THINKPORT GMBH,5297
1316,1192,COMMENCIS,5608
1317,2864,COMMENCIS,799
1318,3707,IT SVIT,3618
1319,1942,PROMX,801
1320,921,INFOPULSE,2687
1321,1483,JELVIX,3403
1322,2027,UNICSOFT,3342
1323,4119,ADASTRA,2428
1324,3017,PROMX,3821
1325,3697,INFOPULSE,3747
1326,4674,COMMENCIS,3075
1327,1119,ELEKS,3773
1328,4759,COMMENCIS,4305
1329,4799,THINKPORT GMBH,1885
1330,737,FEXLE INC.,3007
1331,1096,CIKLUM,5093
1332,4865,COMSENSE TECHNOLOGIES,2291
1333,1191,UNICSOFT,4870
1334,4163,INSTINCTOOLS,1251
1335,256,IT SVIT,2045
1336,3136,PROMX,4578
1337,4683,PROMX,3142
1338,3888,COMSENSE TECHNOLOGIES,1107
1339,5710,ELEKS,3450
1340,4052,LEMLOCK,4535
1341,494,COMSENSE TECHNOLOGIES,1175
1342,2899,ITEORA GMBH,5512
1343,4380,COMMENCIS,4602
1344,2827,ADASTRA,2149
1345,4561,ELEKS,1206
1346,295,UNICSOFT,1850
1347,1425,LEMLOCK,4933
1348,3873,COMMENCIS,3967
1349,377,CIKLUM,964
1350,4048,ADASTRA,3257
1351,4290,CIKLUM,4772
1352,4080,COMMENCIS,5408
1353,2109,COMSENSE TECHNOLOGIES,2941
1354,1063,JELVIX,571
1355,2768,FUTURE PROCESSING,247
1356,3974,PROMX,3254
1357,1415,SOFTSERVE,5587
1358,1938,IT SVIT,4947
1359,3296,PROMX,5511
1360,642,FEXLE INC.,1949
1361,4538,ADASTRA,4985
1362,5089,AVENGA,1822
1363,3428,LEMLOCK,267
1364,3851,AVENGA,3494
1365,4345,INSTINCTOOLS,2513
1366,3716,IT SVIT,5485
1367,5654,FUTURE PROCESSING,1087
1368,2951,DATAART,4230
1369,4752,COMMENCIS,893
1370,4642,LEMLOCK,1433
1371,5295,UNICSOFT,5691
1372,1640,THINKPORT GMBH,4169
1373,5452,ADASTRA,2588
1374,1795,SOFTSERVE,906
1375,1198,ITEORA GMBH,3080
1376,4875,AVENGA,2799
1377,4582,FEXLE INC.,2768
1378,4208,COMSENSE TECHNOLOGIES,1756
1379,1277,ITEORA GMBH,599
1380,2893,DATAART,298
1381,4711,THINKPORT GMBH,231
1382,5381,CIKLUM,3308
1383,5389,FUTURE PROCESSING,4591
1384,2500,COMSENSE TECHNOLOGIES,1329
1385,4943,DATAART,2199
1386,2149,DATAART,3866
1387,2441,ELEKS,887
1388,1880,PROMX,1864
1389,1212,FEXLE INC.,3040
1390,2999,LEMLOCK,3635
1391,5539,UNICSOFT,4126
1392,5600,COMMENCIS,3716
1393,2163,INFOPULSE,2107
1394,4479,COMMENCIS,2585
1395,2108,COMMENCIS,4710
1396,5483,FEXLE INC.,5081
1397,1318,COMSENSE TECHNOLOGIES,2264
1398,2449,THINKPORT GMBH,2123
1399,3841,ADASTRA,2769
1400,3901,JELVIX,2115
1401,1790,FUTURE PROCESSING,236
1402,133,VRP CONSULTING,3145
1403,4804,DATAART,5284
1404,5544,UNICSOFT,5193
1405,483,PROMX,2073
1406,3368,LEMLOCK,2452
1407,1519,ADASTRA,937
1408,3286,ELEKS,4423
1409,5674,COMSENSE TECHNOLOGIES,4196
1410,521,COMMENCIS,928
1411,4812,THINKPORT GMBH,2820
1412,4931,JELVIX,2636
1413,3480,ELEKS,117
1414,705,UNICSOFT,5573
1415,415,SOFTSERVE,605
1416,975,INFOPULSE,2839
1417,4484,VRP CONSULTING,3396
1418,678,ADASTRA,5341
1419,4074,COMMENCIS,2491
1420,3362,LEMLOCK,5172
1421,4288,FEXLE INC.,2643
1422,1551,THINKPORT GMBH,4141
1423,146,INSTINCTOOLS,843
1424,1563,ADASTRA,310
1425,3948,FEXLE INC.,3929
1426,3254,CIKLUM,5552
1427,2967,CIKLUM,5024
1428,3591,PROMX,5198
1429,426,INSTINCTOOLS,2053
1430,935,FUTURE PROCESSING,813
1431,2470,FEXLE INC.,3158
1432,375,FEXLE INC.,2599
1433,1917,UNICSOFT,2710
1434,1474,LEMLOCK,1870
1435,261,FEXLE INC.,3320
1436,2412,THINKPORT GMBH,1152
1437,5645,PROMX,1214
1438,880,AVENGA,4259
1439,4160,DATAART,1960
1440,3819,INSTINCTOOLS,886
1441,1249,UNICSOFT,3582
1442,917,LEMLOCK,5523
1443,277,JELVIX,3997
1444,3685,PROMX,424
1445,5530,INFOPULSE,951
1446,5259,IT SVIT,3650
1447,2166,THINKPORT GMBH,5622
1448,2608,DATAART,1641
1449,5184,LEMLOCK,688
1450,1026,ITEORA GMBH,1512
1451,4547,AVENGA,2837
1452,2175,VRP CONSULTING,5112
1453,2730,ITEORA GMBH,130
1454,4657,INSTINCTOOLS,3816
1455,493,COMSENSE TECHNOLOGIES,613
1456,3725,COMSENSE TECHNOLOGIES,2234
1457,2389,JELVIX,204
1458,4323,THINKPORT GMBH,625
1459,184,FEXLE INC.,5562
1460,1200,FUTURE PROCESSING,2275
1461,2794,FUTURE PROCESSING,378
1462,1274,ELEKS,1693
1463,226,IT SVIT,1724
1464,981,IT SVIT,3871
1465,814,ADASTRA,3506
1466,895,VRP CONSULTING,3381
1467,4498,ELEKS,2669
1468,960,JELVIX,5596
1469,874,UNICSOFT,2980
1470,2956,DATAART,4594
1471,1941,ELEKS,1572
1472,3787,AVENGA,244
1473,4867,CIKLUM,677
1474,5095,FUTURE PROCESSING,4324
1475,272,PROMX,3596
1476,1777,INSTINCTOOLS,4931
1477,4857,FEXLE INC.,972
1478,1657,FUTURE PROCESSING,1211
1479,1557,FEXLE INC.,4864
1480,4696,LEMLOCK,3459
1481,3938,AVENGA,1286
1482,5074,PROMX,4548
1483,3672,INSTINCTOOLS,5054
1484,1088,JELVIX,2074
1485,2479,THINKPORT GMBH,3278
1486,5192,ITEORA GMBH,4459
1487,3880,THINKPORT GMBH,2305
1488,5242,VRP CONSULTING,2759
1489,5702,PROMX,2630
1490,5403,COMMENCIS,3679
1491,600,COMSENSE TECHNOLOGIES,2603
1492,5705,JELVIX,3832
1493,750,COMSENSE TECHNOLOGIES,869
1494,3971,COMSENSE TECHNOLOGIES,311
1495,3572,LEMLOCK,2867
1496,1829,FEXLE INC.,4123
1497,4291,LEMLOCK,3253
1498,193,COMMENCIS,5133
1499,2585,IT SVIT,4195
1500,2199,ITEORA GMBH,429
1501,2334,LEMLOCK,4794
1502,4482,SOFTSERVE,2434
1503,3277,LEMLOCK,159
1504,3335,SOFTSERVE,2744
1505,3982,AVENGA,161
1506,3234,JELVIX,1692
1507,5052,COMMENCIS,2902
1508,461,THINKPORT GMBH,1642
1509,2922,AVENGA,2089
1510,2067,COMSENSE TECHNOLOGIES,2116
1511,3341,COMSENSE TECHNOLOGIES,4178
1512,1724,ITEORA GMBH,940
1513,200,THINKPORT GMBH,5655
1514,3483,ADASTRA,3998
1515,3357,JELVIX,3072
1516,4387,ELEKS,335
1517,845,COMMENCIS,2379
1518,4440,ADASTRA,1272
1519,4316,COMSENSE TECHNOLOGIES,2287
1520,4135,ITEORA GMBH,4702
1521,3099,FUTURE PROCESSING,3427
1522,1055,INFOPULSE,4884
1523,4926,COMSENSE TECHNOLOGIES,5621
1524,289,FEXLE INC.,3335
1525,276,CIKLUM,3720
1526,2643,AVENGA,4874
1527,1024,PROMX,3860
1528,4553,VRP CONSULTING,5019
1529,4453,AVENGA,2895
1530,4836,CIKLUM,383
1531,2083,INFOPULSE,4586
1532,3532,IT SVIT,1142
1533,5605,COMSENSE TECHNOLOGIES,5603
1534,4756,ELEKS,5710
1535,4179,AVENGA,1056
1536,2284,VRP CONSULTING,496
1537,2164,ADASTRA,3794
1538,1845,CIKLUM,3165
1539,3863,INSTINCTOOLS,5434
1540,2206,DATAART,5080
1541,2008,JELVIX,1179
1542,1593,VRP CONSULTING,3406
1543,1804,ADASTRA,4859
1544,3445,ELEKS,4915
1545,3433,ELEKS,2122
1546,2506,INSTINCTOOLS,962
1547,5396,LEMLOCK,1212
1548,4646,FEXLE INC.,317
1549,124,JELVIX,4672
1550,4424,CIKLUM,4898
1551,3427,CIKLUM,3943
1552,2935,FUTURE PROCESSING,5310
1553,2132,IT SVIT,5514
1554,2151,SOFTSERVE,3626
1555,5663,FEXLE INC.,4755
1556,1223,INFOPULSE,1203
1557,946,PROMX,1770
1558,491,AVENGA,885
1559,5500,COMSENSE TECHNOLOGIES,5522
1560,3343,IT SVIT,3703
1561,5612,AVENGA,4883
1562,4426,ELEKS,3124
1563,1619,ELEKS,4975
1564,1243,CIKLUM,3955
1565,2135,INSTINCTOOLS,2006
1566,5434,IT SVIT,2189
1567,462,AVENGA,2209
1568,1272,LEMLOCK,4280
1569,3967,AVENGA,2288
1570,5017,CIKLUM,5070
1571,3147,THINKPORT GMBH,2184
1572,4854,PROMX,4805
1573,5576,CIKLUM,1154
1574,1405,FUTURE PROCESSING,604
1575,4907,FUTURE PROCESSING,3044
1576,3613,DATAART,3736
1577,2320,COMMENCIS,5420
1578,2384,AVENGA,3242
1579,5332,LEMLOCK,1887
1580,3544,SOFTSERVE,1419
1581,3365,ITEORA GMBH,1397
1582,4008,LEMLOCK,1635
1583,131,FEXLE INC.,1096
1584,1692,INSTINCTOOLS,2436
1585,2411,IT SVIT,3948
1586,250,PROMX,4040
1587,2576,IT SVIT,1370
1588,4100,INSTINCTOOLS,2807
1589,3403,FUTURE PROCESSING,3407
1590,3854,PROMX,4981
1591,1975,INFOPULSE,4552
1592,1717,ADASTRA,4606
1593,2965,VRP CONSULTING,652
1594,452,INSTINCTOOLS,148
1595,3897,VRP CONSULTING,3511
1596,3756,UNICSOFT,3428
1597,1321,INFOPULSE,2596
1598,3094,COMSENSE TECHNOLOGIES,2990
1599,1331,IT SVIT,692
1600,2055,INFOPULSE,5441
1601,2763,ADASTRA,493
1602,4697,IT SVIT,1143
1603,4013,PROMX,2803
1604,2215,FEXLE INC.,5566
1605,4203,JELVIX,1508
1606,141,SOFTSERVE,1518
1607,232,IT SVIT,5449
1608,4502,COMMENCIS,2191
1609,2990,LEMLOCK,3309
1610,378,ADASTRA,1659
1611,1659,COMSENSE TECHNOLOGIES,3545
1612,5153,AVENGA,5305
1613,1810,CIKLUM,4674
1614,3701,AVENGA,3281
1615,1400,COMSENSE TECHNOLOGIES,2650
1616,457,LEMLOCK,2293
1617,3139,JELVIX,3285
1618,3096,INSTINCTOOLS,1973
1619,1376,VRP CONSULTING,2877
1620,4297,FUTURE PROCESSING,3453
1621,1669,FEXLE INC.,4170
1622,2883,CIKLUM,4790
1623,1729,IT SVIT,5226
1624,236,CIKLUM,5561
1625,5096,CIKLUM,1244
1626,407,UNICSOFT,670
1627,3440,FEXLE INC.,5553
1628,2087,VRP CONSULTING,3539
1629,5054,FEXLE INC.,3718
1630,3958,LEMLOCK,922
1631,1965,LEMLOCK,5016
1632,3003,LEMLOCK,2565
1633,4280,COMMENCIS,2240
1634,4525,COMMENCIS,5320
1635,4215,FUTURE PROCESSING,2614
1636,2011,INFOPULSE,3760
1637,3746,SOFTSERVE,5358
1638,2809,ITEORA GMBH,5344
1639,4503,ITEORA GMBH,1704
1640,2765,IT SVIT,1776
1641,1595,SOFTSERVE,1487
1642,3835,AVENGA,1683
1643,820,CIKLUM,3611
1644,5038,IT SVIT,3536
1645,1319,ELEKS,1288
1646,1527,CIKLUM,841
1647,5592,SOFTSERVE,2422
1648,2311,ADASTRA,142
1649,2885,ITEORA GMBH,3397
1650,2577,INFOPULSE,3587
1651,4662,COMSENSE TECHNOLOGIES,2083
1652,1853,THINKPORT GMBH,1029
1653,5546,JELVIX,1948
1654,3127,COMMENCIS,1621
1655,1058,INFOPULSE,1688
1656,716,UNICSOFT,4377
1657,3500,UNICSOFT,5501
1658,1629,THINKPORT GMBH,1738
1659,706,UNICSOFT,809
1660,2431,FEXLE INC.,582
1661,2598,FUTURE PROCESSING,1928
1662,1137,INFOPULSE,2235
1663,5348,ELEKS,2007
1664,1594,AVENGA,1084
1665,1907,VRP CONSULTING,2604
1666,2702,DATAART,4434
1667,3009,FUTURE PROCESSING,4625
1668,816,DATAART,2649
1669,1175,INSTINCTOOLS,1234
1670,1919,THINKPORT GMBH,4055
1671,4361,COMSENSE TECHNOLOGIES,1996
1672,4475,FEXLE INC.,322
1673,4566,THINKPORT GMBH,1514
1674,2545,DATAART,2005
1675,679,INFOPULSE,4857
1676,1335,ITEORA GMBH,4518
